"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/18/2002","AQS","060010010","1","7","ppb","10","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/19/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/20/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/21/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/22/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/23/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/24/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/25/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/26/2002","AQS","060010010","1","8","ppb","11","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/30/2002","AQS","060010010","1","7","ppb","10","Oakland-International Blvd.","24","100.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"01/31/2002","AQS","060010010","1","9","ppb","13","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/01/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/02/2002","AQS","060010010","1","4","ppb","6","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/03/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/04/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/05/2002","AQS","060010010","1","7","ppb","10","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/06/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","21","88.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/07/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/08/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/09/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/10/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/11/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/12/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/13/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/14/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/15/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/16/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/17/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/18/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/19/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/20/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/21/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","20","83.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/22/2002","AQS","060010010","1","7","ppb","10","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/23/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/24/2002","AQS","060010010","1","4","ppb","6","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/25/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/26/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/27/2002","AQS","060010010","1","7","ppb","10","Oakland-International Blvd.","19","79.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"02/28/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/01/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/02/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/03/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/04/2002","AQS","060010010","1","8","ppb","11","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/05/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/06/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/07/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/08/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/09/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/10/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/11/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/12/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/13/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/14/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/15/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/16/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/17/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/18/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","21","88.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/19/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/20/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/21/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/22/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","19","79.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/23/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/24/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/25/2002","AQS","060010010","1","7","ppb","10","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/26/2002","AQS","060010010","1","10","ppb","14","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/27/2002","AQS","060010010","1","12","ppb","17","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/28/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/29/2002","AQS","060010010","1","6","ppb","9","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/30/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"03/31/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/01/2002","AQS","060010010","1","4","ppb","6","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/02/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/03/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/04/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/05/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/06/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/07/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/08/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/09/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/10/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/11/2002","AQS","060010010","1","5","ppb","7","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/12/2002","AQS","060010010","1","8","ppb","11","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/13/2002","AQS","060010010","1","9","ppb","13","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/14/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/15/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/16/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/17/2002","AQS","060010010","1","4","ppb","6","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/18/2002","AQS","060010010","1","4","ppb","6","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/19/2002","AQS","060010010","1","4","ppb","6","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/20/2002","AQS","060010010","1","4","ppb","6","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/21/2002","AQS","060010010","1","7","ppb","10","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/22/2002","AQS","060010010","1","11","ppb","16","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/23/2002","AQS","060010010","1","17","ppb","24","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/24/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","22","92.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/25/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/26/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/27/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/28/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/29/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"04/30/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/01/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","19","79.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/02/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","18","75.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/03/2002","AQS","060010010","1","0","ppb","0","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/04/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/05/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/06/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/07/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/08/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/09/2002","AQS","060010010","1","1","ppb","1","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/10/2002","AQS","060010010","1","2","ppb","3","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
"05/11/2002","AQS","060010010","1","3","ppb","4","Oakland-International Blvd.","23","96.0000","42401","Sulfur dioxide","020","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.760228638","-122.193578238"
