"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/11/2002","AQS","060254004","1","25","ug/m3 SC","23","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"10/17/2002","AQS","060254004","1","61","ug/m3 SC","54","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"10/23/2002","AQS","060254004","1","44","ug/m3 SC","41","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"10/29/2002","AQS","060254004","1","31","ug/m3 SC","29","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"11/04/2002","AQS","060254004","1","24","ug/m3 SC","22","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"11/10/2002","AQS","060254004","1","29","ug/m3 SC","27","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"11/16/2002","AQS","060254004","1","30","ug/m3 SC","28","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"11/22/2002","AQS","060254004","1","42","ug/m3 SC","39","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"11/28/2002","AQS","060254004","1","19","ug/m3 SC","18","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"12/04/2002","AQS","060254004","1","13","ug/m3 SC","12","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"12/10/2002","AQS","060254004","1","17","ug/m3 SC","16","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"12/16/2002","AQS","060254004","1","54","ug/m3 SC","50","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"12/22/2002","AQS","060254004","1","13","ug/m3 SC","12","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
"12/28/2002","AQS","060254004","1","18","ug/m3 SC","17","Niland-English Road","1","100.0000","81102","PM10 Total 0-10um STP","063","20940","El Centro, CA","06","California","025","Imperial","33.213611","-115.54528"
